"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19"

1986-02,19999000.0,13221700.0,11917900.0,9918600.0,1999300.0,1303800.0,9.9,66.1,59.6,19999000.0,12968300.0,11579200.0,9432900.0,2146300.0,1389100.0,10.7,64.8,57.9,11919900.0
1986-03,20017200.0,13224900.0,11926300.0,9929900.0,1996400.0,1298600.0,9.8,66.1,59.6,20017200.0,13083800.0,11645300.0,9508300.0,2137000.0,1438500.0,11.0,65.4,58.2,11948100.0
1986-04,20041300.0,13292300.0,12008100.0,9957400.0,2050800.0,1284200.0,9.7,66.3,59.9,20041300.0,13140900.0,11791800.0,9653900.0,2137900.0,1349100.0,10.3,65.6,58.8,11972000.0
1986-05,20062100.0,13236700.0,11977200.0,9954400.0,2022800.0,1259500.0,9.5,66.0,59.7,20062100.0,13347400.0,12080700.0,10034800.0,2046000.0,1266700.0,9.5,66.5,60.2,11989400.0
1986-06,20087600.0,13289800.0,12016900.0,9976200.0,2040700.0,1272900.0,9.6,66.2,59.8,20087600.0,13615900.0,12373400.0,10407200.0,1966200.0,1242500.0,9.1,67.8,61.6,12005600.0
1986-07,20105900.0,13288400.0,12017100.0,10001900.0,2015200.0,1271300.0,9.6,66.1,59.8,20105900.0,13735900.0,12480700.0,10755900.0,1724800.0,1255200.0,9.1,68.3,62.1,12018000.0
1986-08,20124500.0,13302200.0,12024700.0,10000500.0,2024200.0,1277500.0,9.6,66.1,59.8,20124500.0,13689600.0,12452300.0,10781400.0,1670900.0,1237300.0,9.0,68.0,61.9,12030900.0
1986-09,20147100.0,13300500.0,12035200.0,9982900.0,2052200.0,1265300.0,9.5,66.0,59.7,20147100.0,13267300.0,12102200.0,10093200.0,2008900.0,1165100.0,8.8,65.9,60.1,12042200.0
1986-10,20165800.0,13313100.0,12059600.0,10006500.0,2053100.0,1253500.0,9.4,66.0,59.8,20165800.0,13267700.0,12116300.0,10025900.0,2090300.0,1151400.0,8.7,65.8,60.1,12054600.0
1986-11,20183900.0,13332800.0,12082000.0,10033800.0,2048200.0,1250800.0,9.4,66.1,59.9,20183900.0,13217400.0,12026000.0,9882500.0,2143500.0,1191400.0,9.0,65.5,59.6,12071000.0
1986-12,20202600.0,13346600.0,12079700.0,10018200.0,2061500.0,1266900.0,9.5,66.1,59.8,20202600.0,13143900.0,11930800.0,9733500.0,2197300.0,1213100.0,9.2,65.1,59.1,12089700.0
1987-01,20225300.0,13376200.0,12102000.0,10059000.0,2043000.0,1274300.0,9.5,66.1,59.8,20225300.0,13076800.0,11714400.0,9558400.0,2156000.0,1362500.0,10.4,64.7,57.9,12115600.0
1987-02,20248600.0,13406700.0,12131400.0,10091600.0,2039800.0,1275300.0,9.5,66.2,59.9,20248600.0,13151700.0,11794000.0,9623100.0,2170900.0,1357700.0,10.3,65.0,58.2,12147800.0
1987-03,20268900.0,13441300.0,12182000.0,10169200.0,2012800.0,1259300.0,9.4,66.3,60.1,20268900.0,13301200.0,11881900.0,9738100.0,2143800.0,1419300.0,10.7,65.6,58.6,12185900.0
1987-04,20289900.0,13466600.0,12229500.0,10186900.0,2042600.0,1237100.0,9.2,66.4,60.3,20289900.0,13310800.0,12011100.0,9875600.0,2135500.0,1299700.0,9.8,65.6,59.2,12226500.0
1987-05,20311500.0,13486800.0,12285700.0,10219900.0,2065800.0,1201100.0,8.9,66.4,60.5,20311500.0,13590500.0,12383700.0,10293000.0,2090700.0,1206900.0,8.9,66.9,61.0,12269000.0
1987-06,20339200.0,13523200.0,12319400.0,10261300.0,2058100.0,1203800.0,8.9,66.5,60.6,20339200.0,13834300.0,12666000.0,10683000.0,1983000.0,1168300.0,8.4,68.0,62.3,12310000.0
1987-07,20360600.0,13524700.0,12345500.0,10293600.0,2051900.0,1179200.0,8.7,66.4,60.6,20360600.0,13976500.0,12799400.0,11061300.0,1738100.0,1177100.0,8.4,68.6,62.9,12350200.0
1987-08,20381600.0,13543200.0,12376200.0,10326500.0,2049700.0,1167000.0,8.6,66.4,60.7,20381600.0,13941400.0,12808800.0,11137300.0,1671500.0,1132600.0,8.1,68.4,62.8,12391000.0
1987-09,20408300.0,13568000.0,12421900.0,10378300.0,2043600.0,1146100.0,8.4,66.5,60.9,20408300.0,13545000.0,12489800.0,10491600.0,1998100.0,1055200.0,7.8,66.4,61.2,12433600.0
1987-10,20428500.0,13617000.0,12487400.0,10426900.0,2060500.0,1129700.0,8.3,66.7,61.1,20428500.0,13582300.0,12550000.0,10450900.0,2099100.0,1032300.0,7.6,66.5,61.4,12478800.0
1987-11,20448300.0,13632600.0,12519400.0,10429200.0,2090200.0,1113200.0,8.2,66.7,61.2,20448300.0,13518100.0,12464400.0,10274400.0,2190000.0,1053700.0,7.8,66.1,61.0,12523400.0
1987-12,20467100.0,13680400.0,12583300.0,10478600.0,2104700.0,1097100.0,8.0,66.8,61.5,20467100.0,13483500.0,12432900.0,10189800.0,2243000.0,1050700.0,7.8,65.9,60.7,12565800.0
1988-01,20489400.0,13708400.0,12601900.0,10494500.0,2107500.0,1106500.0,8.1,66.9,61.5,20489400.0,13377500.0,12199500.0,9977700.0,2221900.0,1178000.0,8.8,65.3,59.5,12602100.0
1988-02,20510800.0,13711000.0,12642600.0,10530000.0,2112600.0,1068400.0,7.8,66.8,61.6,20510800.0,13445600.0,12302600.0,10050100.0,2252500.0,1143000.0,8.5,65.6,60.0,12632500.0
1988-03,20530000.0,13730400.0,12662600.0,10520400.0,2142300.0,1067800.0,7.8,66.9,61.7,20530000.0,13559000.0,12362000.0,10072900.0,2289100.0,1197000.0,8.8,66.0,60.2,12655000.0
1988-04,20550600.0,13732300.0,12676000.0,10532700.0,2143400.0,1056200.0,7.7,66.8,61.7,20550600.0,13551100.0,12440600.0,10200200.0,2240400.0,1110500.0,8.2,65.9,60.5,12672000.0
1988-05,20577900.0,13747100.0,12679700.0,10572500.0,2107200.0,1067400.0,7.8,66.8,61.6,20577900.0,13880200.0,12809200.0,10696200.0,2112900.0,1071000.0,7.7,67.5,62.2,12685200.0
1988-06,20600000.0,13742000.0,12698100.0,10577400.0,2120700.0,1043900.0,7.6,66.7,61.6,20600000.0,14030600.0,13025300.0,10974000.0,2051300.0,1005300.0,7.2,68.1,63.2,12696500.0
1988-07,20622000.0,13781500.0,12711800.0,10615100.0,2096800.0,1069600.0,7.8,66.8,61.6,20622000.0,14241200.0,13157200.0,11384700.0,1772500.0,1084000.0,7.6,69.1,63.8,12708300.0
1988-08,20650400.0,13797700.0,12720000.0,10584000.0,2136100.0,1077600.0,7.8,66.8,61.6,20650400.0,14204200.0,13127200.0,11369300.0,1757900.0,1077000.0,7.6,68.8,63.6,12724300.0
1988-09,20672500.0,13816800.0,12732800.0,10544300.0,2188500.0,1084000.0,7.8,66.8,61.6,20672500.0,13798000.0,12806400.0,10674700.0,2131700.0,991500.0,7.2,66.7,61.9,12746000.0
1988-10,20693600.0,13842900.0,12765000.0,10592400.0,2172600.0,1077900.0,7.8,66.9,61.7,20693600.0,13815900.0,12842200.0,10632700.0,2209500.0,973700.0,7.0,66.8,62.1,12776500.0
1988-11,20714300.0,13872600.0,12795800.0,10608700.0,2187100.0,1076800.0,7.8,67.0,61.8,20714300.0,13753200.0,12743400.0,10455700.0,2287700.0,1009800.0,7.3,66.4,61.5,12814400.0
1988-12,20734500.0,13884500.0,12849400.0,10684300.0,2165100.0,1035100.0,7.5,67.0,62.0,20734500.0,13692800.0,12699400.0,10398400.0,2300900.0,993500.0,7.3,66.0,61.2,12854600.0
1989-01,20763100.0,13971600.0,12922000.0,10742100.0,2179900.0,1049600.0,7.5,67.3,62.2,20763100.0,13692800.0,12551900.0,10223200.0,2328700.0,1140900.0,8.3,65.9,60.5,12894700.0
1989-02,20783300.0,13997700.0,12936800.0,10754100.0,2182800.0,1060800.0,7.6,67.4,62.2,20783300.0,13734900.0,12595300.0,10262500.0,2332800.0,1139600.0,8.3,66.1,60.6,12926600.0
1989-03,20805400.0,14041500.0,12982400.0,10796800.0,2185600.0,1059100.0,7.5,67.5,62.4,20805400.0,13864400.0,12678100.0,10336400.0,2341700.0,1186300.0,8.6,66.6,60.9,12950300.0
1989-04,20828200.0,14049700.0,12959900.0,10803800.0,2156100.0,1089800.0,7.8,67.5,62.2,20828200.0,13856200.0,12711900.0,10457400.0,2254500.0,1144300.0,8.3,66.5,61.0,12965500.0
1989-05,20858600.0,14039600.0,12962200.0,10836700.0,2125500.0,1077400.0,7.7,67.3,62.1,20858600.0,14156700.0,13076300.0,10946200.0,2130100.0,1080400.0,7.6,67.9,62.7,12975900.0
1989-06,20883000.0,14030700.0,12979400.0,10837900.0,2141500.0,1051300.0,7.5,67.2,62.2,20883000.0,14312200.0,13301500.0,11230800.0,2070700.0,1010700.0,7.1,68.5,63.7,12985300.0
1989-07,20907800.0,14025900.0,12979800.0,10896000.0,2083800.0,1046100.0,7.5,67.1,62.1,20907800.0,14490900.0,13424400.0,11667200.0,1757200.0,1066500.0,7.4,69.3,64.2,12996200.0
1989-08,20938900.0,14058800.0,13029100.0,10932400.0,2096700.0,1029700.0,7.3,67.1,62.2,20938900.0,14475600.0,13448100.0,11731300.0,1716800.0,1027500.0,7.1,69.1,64.2,13009900.0
1989-09,20963600.0,14062100.0,13029500.0,10854400.0,2175100.0,1032600.0,7.3,67.1,62.2,20963600.0,14052300.0,13114400.0,11001200.0,2113200.0,937900.0,6.7,67.0,62.6,13025400.0
1989-10,20993600.0,14048500.0,13034500.0,10869500.0,2165000.0,1014000.0,7.2,66.9,62.1,20993600.0,14059800.0,13121000.0,10902200.0,2218700.0,938900.0,6.7,67.0,62.5,13043200.0
1989-11,21017000.0,14114900.0,13059700.0,10859800.0,2199900.0,1055200.0,7.5,67.2,62.1,21017000.0,14024200.0,13004300.0,10688700.0,2315600.0,1019900.0,7.3,66.7,61.9,13061900.0
1989-12,21039100.0,14150000.0,13066800.0,10866500.0,2200300.0,1083200.0,7.7,67.3,62.1,21039100.0,13963600.0,12926700.0,10572800.0,2353900.0,1036900.0,7.4,66.4,61.4,13080400.0
1990-01,21064500.0,14220500.0,13101400.0,10907200.0,2194200.0,1119100.0,7.9,67.5,62.2,21064500.0,13925300.0,12717800.0,10377000.0,2340800.0,1207500.0,8.7,66.1,60.4,13098100.0
1990-02,21085800.0,14228500.0,13134900.0,10930700.0,2204200.0,1093600.0,7.7,67.5,62.3,21085800.0,13961000.0,12787500.0,10428700.0,2358700.0,1173600.0,8.4,66.2,60.6,13112900.0
1990-03,21109500.0,14159900.0,13126100.0,10903500.0,2222600.0,1033800.0,7.3,67.1,62.2,21109500.0,13968400.0,12815800.0,10434600.0,2381200.0,1152600.0,8.3,66.2,60.7,13122500.0
1990-04,21142700.0,14218100.0,13141300.0,10930100.0,2211100.0,1076800.0,7.6,67.2,62.2,21142700.0,14036300.0,12924100.0,10604100.0,2320100.0,1112100.0,7.9,66.4,61.1,13127700.0
1990-05,21170000.0,14207100.0,13101900.0,10919400.0,2182500.0,1105200.0,7.8,67.1,61.9,21170000.0,14314300.0,13202100.0,11014100.0,2188000.0,1112200.0,7.8,67.6,62.4,13127000.0
1990-06,21197500.0,14215200.0,13134400.0,10935800.0,2198600.0,1080800.0,7.6,67.1,62.0,21197500.0,14490200.0,13448600.0,11318300.0,2130300.0,1041500.0,7.2,68.4,63.4,13122700.0
1990-07,21233100.0,14242100.0,13113600.0,10948400.0,2165100.0,1128500.0,7.9,67.1,61.8,21233100.0,14696900.0,13568000.0,11739600.0,1828400.0,1128900.0,7.7,69.2,63.9,13110800.0
1990-08,21261000.0,14262000.0,13100300.0,10922200.0,2178100.0,1161800.0,8.1,67.1,61.6,21261000.0,14671100.0,13515800.0,11710500.0,1805300.0,1155200.0,7.9,69.0,63.6,13092900.0
1990-09,21286800.0,14307600.0,13089500.0,10842400.0,2247000.0,1218100.0,8.5,67.2,61.5,21286800.0,14281100.0,13186600.0,11010100.0,2176500.0,1094500.0,7.7,67.1,61.9,13066100.0
1990-10,21317200.0,14299400.0,13039300.0,10789400.0,2250000.0,1260100.0,8.8,67.1,61.2,21317200.0,14297600.0,13138500.0,10838200.0,2300300.0,1159100.0,8.1,67.1,61.6,13028400.0
1990-11,21342500.0,14291600.0,12985300.0,10727200.0,2258100.0,1306300.0,9.1,67.0,60.8,21342500.0,14196300.0,12935700.0,10567000.0,2368700.0,1260700.0,8.9,66.5,60.6,12984100.0
1990-12,21366200.0,14289800.0,12934700.0,10655900.0,2278800.0,1355000.0,9.5,66.9,60.5,21366200.0,14097200.0,12796200.0,10369300.0,2426900.0,1301000.0,9.2,66.0,59.9,12938200.0
1991-01,21394700.0,14291800.0,12894200.0,10596000.0,2298200.0,1397600.0,9.8,66.8,60.3,21394700.0,14005800.0,12508900.0,10073700.0,2435300.0,1496900.0,10.7,65.5,58.5,12899100.0
1991-02,21418600.0,14297000.0,12845100.0,10551300.0,2293900.0,1451800.0,10.2,66.8,60.0,21418600.0,14062400.0,12504200.0,10056000.0,2448300.0,1558200.0,11.1,65.7,58.4,12869900.0
1991-03,21443800.0,14308800.0,12809200.0,10517200.0,2292100.0,1499500.0,10.5,66.7,59.7,21443800.0,14167700.0,12507400.0,10060400.0,2447000.0,1660300.0,11.7,66.1,58.3,12855000.0
1991-04,21475800.0,14326100.0,12850700.0,10506100.0,2344600.0,1475400.0,10.3,66.7,59.8,21475800.0,14152400.0,12626700.0,10179600.0,2447100.0,1525700.0,10.8,65.9,58.8,12853900.0
1991-05,21502000.0,14347100.0,12879900.0,10575500.0,2304400.0,1467200.0,10.2,66.7,59.9,21502000.0,14451600.0,12969700.0,10657300.0,2312400.0,1482000.0,10.3,67.2,60.3,12860500.0
1991-06,21528200.0,14396700.0,12886300.0,10557500.0,2328800.0,1510400.0,10.5,66.9,59.9,21528200.0,14649500.0,13189300.0,10922500.0,2266800.0,1460200.0,10.0,68.0,61.3,12868100.0
1991-07,21553800.0,14383000.0,12872300.0,10508300.0,2364000.0,1510700.0,10.5,66.7,59.7,21553800.0,14837300.0,13309400.0,11267000.0,2042400.0,1528000.0,10.3,68.8,61.7,12871000.0
1991-08,21571300.0,14388000.0,12876200.0,10508800.0,2367500.0,1511700.0,10.5,66.7,59.7,21571300.0,14780600.0,13281100.0,11271900.0,2009200.0,1499500.0,10.1,68.5,61.6,12869500.0
1991-09,21595600.0,14333300.0,12855400.0,10521600.0,2333700.0,1477900.0,10.3,66.4,59.5,21595600.0,14302400.0,12969700.0,10672600.0,2297000.0,1332700.0,9.3,66.2,60.1,12860900.0
1991-10,21614400.0,14340600.0,12861000.0,10523000.0,2338100.0,1479600.0,10.3,66.3,59.5,21614400.0,14320700.0,12966800.0,10581500.0,2385400.0,1353900.0,9.5,66.3,60.0,12846500.0
1991-11,21638000.0,14304100.0,12823200.0,10491400.0,2331900.0,1480900.0,10.4,66.1,59.3,21638000.0,14209700.0,12782400.0,10348000.0,2434400.0,1427300.0,10.0,65.7,59.1,12827900.0
1991-12,21663500.0,14286100.0,12810200.0,10498100.0,2312200.0,1475900.0,10.3,65.9,59.1,21663500.0,14095500.0,12672700.0,10217700.0,2455000.0,1422900.0,10.1,65.1,58.5,12809300.0
1992-01,21689100.0,14280100.0,12790200.0,10441500.0,2348700.0,1489800.0,10.4,65.8,59.0,21689100.0,13981300.0,12396800.0,9921800.0,2475000.0,1584500.0,11.3,64.5,57.2,12789100.0
1992-02,21706900.0,14268000.0,12771300.0,10422600.0,2348700.0,1496700.0,10.5,65.7,58.8,21706900.0,14032600.0,12432800.0,9928900.0,2503800.0,1599800.0,11.4,64.6,57.3,12770900.0
1992-03,21735900.0,14299200.0,12744900.0,10385700.0,2359200.0,1554300.0,10.9,65.8,58.6,21735900.0,14158400.0,12424600.0,9941500.0,2483100.0,1733700.0,12.2,65.1,57.2,12754600.0
1992-04,21759000.0,14260900.0,12730900.0,10378900.0,2352000.0,1530000.0,10.7,65.5,58.5,21759000.0,14078000.0,12490100.0,10045600.0,2444500.0,1587900.0,11.3,64.7,57.4,12740200.0
1992-05,21782800.0,14301400.0,12736600.0,10387800.0,2348800.0,1564800.0,10.9,65.7,58.5,21782800.0,14397000.0,12814600.0,10449700.0,2364900.0,1582500.0,11.0,66.1,58.8,12730600.0
1992-06,21811700.0,14350500.0,12717300.0,10398700.0,2318600.0,1633200.0,11.4,65.8,58.3,21811700.0,14657800.0,13067200.0,10835300.0,2231900.0,1590600.0,10.9,67.2,59.9,12721600.0
1992-07,21835000.0,14354100.0,12732500.0,10363400.0,2369100.0,1621600.0,11.3,65.7,58.3,21835000.0,14815900.0,13153900.0,11084600.0,2069300.0,1662000.0,11.2,67.9,60.2,12714200.0
1992-08,21857600.0,14371500.0,12693700.0,10295800.0,2398000.0,1677800.0,11.7,65.8,58.1,21857600.0,14750300.0,13097200.0,11045800.0,2051400.0,1653100.0,11.2,67.5,59.9,12708900.0
1992-09,21885100.0,14368200.0,12700100.0,10331800.0,2368300.0,1668100.0,11.6,65.7,58.0,21885100.0,14308700.0,12815300.0,10497700.0,2317500.0,1493400.0,10.4,65.4,58.6,12707800.0
1992-10,21906400.0,14347200.0,12713000.0,10340500.0,2372500.0,1634200.0,11.4,65.5,58.0,21906400.0,14302500.0,12819500.0,10403900.0,2415600.0,1483000.0,10.4,65.3,58.5,12711300.0
1992-11,21926200.0,14453600.0,12704800.0,10348100.0,2356600.0,1748900.0,12.1,65.9,57.9,21926200.0,14342100.0,12671300.0,10223100.0,2448200.0,1670800.0,11.6,65.4,57.8,12719500.0
1992-12,21946200.0,14404700.0,12721900.0,10341900.0,2380100.0,1682700.0,11.7,65.6,58.0,21946200.0,14209200.0,12587800.0,10071600.0,2516200.0,1621400.0,11.4,64.7,57.4,12730000.0
1993-01,21969300.0,14359100.0,12755000.0,10369200.0,2385800.0,1604100.0,11.2,65.4,58.1,21969300.0,14039900.0,12346300.0,9849000.0,2497300.0,1693700.0,12.1,63.9,56.2,12742000.0
1993-02,21991100.0,14333200.0,12763200.0,10352600.0,2410600.0,1570000.0,11.0,65.2,58.0,21991100.0,14088800.0,12425700.0,9878600.0,2547100.0,1663200.0,11.8,64.1,56.5,12752900.0
1993-03,22012400.0,14390300.0,12780700.0,10370700.0,2410000.0,1609600.0,11.2,65.4,58.1,22012400.0,14244600.0,12465500.0,9939300.0,2526300.0,1779100.0,12.5,64.7,56.6,12759300.0
1993-04,22032800.0,14417000.0,12748800.0,10328900.0,2419900.0,1668200.0,11.6,65.4,57.9,22032800.0,14222400.0,12496800.0,9994000.0,2502800.0,1725600.0,12.1,64.6,56.7,12765100.0
1993-05,22053500.0,14431600.0,12755900.0,10283800.0,2472200.0,1675700.0,11.6,65.4,57.8,22053500.0,14522000.0,12829300.0,10335700.0,2493600.0,1692700.0,11.7,65.8,58.2,12771600.0
1993-06,22082600.0,14469700.0,12780000.0,10277300.0,2502700.0,1689700.0,11.7,65.5,57.9,22082600.0,14772900.0,13123500.0,10695400.0,2428100.0,1649400.0,11.2,66.9,59.4,12781100.0
1993-07,22104900.0,14470800.0,12789600.0,10290300.0,2499300.0,1681200.0,11.6,65.5,57.9,22104900.0,14944300.0,13202900.0,10991600.0,2211300.0,1741400.0,11.7,67.6,59.7,12794500.0
1993-08,22132200.0,14430900.0,12808100.0,10336500.0,2471700.0,1622800.0,11.2,65.2,57.9,22132200.0,14833000.0,13177600.0,11033700.0,2144000.0,1655400.0,11.2,67.0,59.5,12808400.0
1993-09,22154200.0,14505000.0,12840500.0,10363400.0,2477100.0,1664500.0,11.5,65.5,58.0,22154200.0,14446400.0,12954700.0,10534100.0,2420600.0,1491700.0,10.3,65.2,58.5,12823100.0
1993-10,22174900.0,14453500.0,12825300.0,10369200.0,2456100.0,1628200.0,11.3,65.2,57.8,22174900.0,14406900.0,12926800.0,10428000.0,2498800.0,1480100.0,10.3,65.0,58.3,12837100.0
1993-11,22193600.0,14505300.0,12873900.0,10379600.0,2494300.0,1631400.0,11.2,65.4,58.0,22193600.0,14394700.0,12844700.0,10264800.0,2579900.0,1550000.0,10.8,64.9,57.9,12848400.0
1993-12,22212900.0,14496100.0,12848400.0,10358100.0,2490400.0,1647700.0,11.4,65.3,57.8,22212900.0,14304100.0,12719200.0,10095300.0,2623900.0,1584900.0,11.1,64.4,57.3,12859500.0
1994-01,22233700.0,14513200.0,12856400.0,10373200.0,2483200.0,1656800.0,11.4,65.3,57.8,22233700.0,14178700.0,12440500.0,9857700.0,2582800.0,1738200.0,12.3,63.8,56.0,12875500.0
1994-02,22256400.0,14492100.0,12889500.0,10397700.0,2491800.0,1602600.0,11.1,65.1,57.9,22256400.0,14248500.0,12555200.0,9923700.0,2631500.0,1693300.0,11.9,64.0,56.4,12896900.0
1994-03,22279100.0,14458400.0,12928600.0,10422000.0,2506600.0,1529800.0,10.6,64.9,58.0,22279100.0,14294700.0,12620100.0,10000500.0,2619600.0,1674600.0,11.7,64.2,56.6,12926000.0
1994-04,22302600.0,14527700.0,12940700.0,10454900.0,2485800.0,1587000.0,10.9,65.1,58.0,22302600.0,14329000.0,12683000.0,10121100.0,2561900.0,1646000.0,11.5,64.2,56.9,12961900.0
1994-05,22332600.0,14565800.0,13012400.0,10548800.0,2463600.0,1553400.0,10.7,65.2,58.3,22332600.0,14692900.0,13124400.0,10657800.0,2466600.0,1568500.0,10.7,65.8,58.8,13000700.0
1994-06,22356200.0,14543500.0,13041500.0,10570200.0,2471300.0,1501900.0,10.3,65.1,58.3,22356200.0,14846600.0,13378500.0,10975700.0,2402900.0,1468000.0,9.9,66.4,59.8,13043300.0
1994-07,22380700.0,14564700.0,13098500.0,10617500.0,2481000.0,1466300.0,10.1,65.1,58.5,22380700.0,15041300.0,13507400.0,11310900.0,2196500.0,1533900.0,10.2,67.2,60.4,13086100.0
1994-08,22411100.0,14601300.0,13115200.0,10628400.0,2486800.0,1486000.0,10.2,65.2,58.5,22411100.0,15009900.0,13494100.0,11335800.0,2158300.0,1515800.0,10.1,67.0,60.2,13124700.0
1994-09,22433500.0,14664800.0,13176900.0,10689800.0,2487100.0,1487900.0,10.1,65.4,58.7,22433500.0,14623500.0,13290100.0,10863600.0,2426500.0,1333400.0,9.1,65.2,59.2,13162300.0
1994-10,22455200.0,14626200.0,13168800.0,10692200.0,2476700.0,1457400.0,10.0,65.1,58.6,22455200.0,14586200.0,13261500.0,10741800.0,2519600.0,1324700.0,9.1,65.0,59.1,13195200.0
1994-11,22476200.0,14676600.0,13259200.0,10803200.0,2456000.0,1417500.0,9.7,65.3,59.0,22476200.0,14565100.0,13227100.0,10687100.0,2540100.0,1338000.0,9.2,64.8,58.8,13224400.0
1994-12,22495700.0,14653200.0,13245800.0,10814700.0,2431100.0,1407400.0,9.6,65.1,58.9,22495700.0,14468300.0,13123000.0,10558100.0,2564900.0,1345300.0,9.3,64.3,58.3,13245100.0
1995-01,22524700.0,14672000.0,13269500.0,10802600.0,2466800.0,1402600.0,9.6,65.1,58.9,22524700.0,14403800.0,12894400.0,10295400.0,2599000.0,1509400.0,10.5,63.9,57.2,13260700.0
1995-02,22545800.0,14662700.0,13262300.0,10813300.0,2449000.0,1400400.0,9.6,65.0,58.8,22545800.0,14404300.0,12925900.0,10330900.0,2595000.0,1478400.0,10.3,63.9,57.3,13268700.0
1995-03,22568600.0,14719600.0,13290500.0,10839600.0,2451000.0,1429100.0,9.7,65.2,58.9,22568600.0,14530100.0,12985100.0,10420400.0,2564700.0,1545000.0,10.6,64.4,57.5,13272600.0
1995-04,22592900.0,14656500.0,13268900.0,10793800.0,2475100.0,1387700.0,9.5,64.9,58.7,22592900.0,14444600.0,13005600.0,10459000.0,2546500.0,1439000.0,10.0,63.9,57.6,13274000.0
1995-05,22623500.0,14660600.0,13265800.0,10755800.0,2510000.0,1394700.0,9.5,64.8,58.6,22623500.0,14784500.0,13372400.0,10860200.0,2512200.0,1412100.0,9.6,65.4,59.1,13276600.0
1995-06,22647900.0,14672900.0,13278200.0,10770600.0,2507600.0,1394700.0,9.5,64.8,58.6,22647900.0,14970200.0,13605700.0,11160200.0,2445500.0,1364500.0,9.1,66.1,60.1,13282300.0
1995-07,22672600.0,14698900.0,13280600.0,10784300.0,2496300.0,1418300.0,9.6,64.8,58.6,22672600.0,15177700.0,13678500.0,11457200.0,2221200.0,1499300.0,9.9,66.9,60.3,13290600.0
1995-08,22702900.0,14701600.0,13297800.0,10801300.0,2496400.0,1403800.0,9.5,64.8,58.6,22702900.0,15106300.0,13676700.0,11504300.0,2172400.0,1429600.0,9.5,66.5,60.2,13302500.0
1995-09,22725800.0,14688100.0,13331200.0,10813100.0,2518100.0,1356900.0,9.2,64.6,58.7,22725800.0,14665300.0,13445300.0,10989600.0,2455700.0,1220000.0,8.3,64.5,59.2,13316100.0
1995-10,22749700.0,14716600.0,13347000.0,10842600.0,2504400.0,1369600.0,9.3,64.7,58.7,22749700.0,14675800.0,13431300.0,10884400.0,2546900.0,1244600.0,8.5,64.5,59.0,13330500.0
1995-11,22772300.0,14672000.0,13315000.0,10790800.0,2524300.0,1357000.0,9.2,64.4,58.5,22772300.0,14557600.0,13283500.0,10674800.0,2608800.0,1274100.0,8.8,63.9,58.3,13342500.0
1995-12,22793600.0,14736500.0,13356800.0,10793200.0,2563600.0,1379700.0,9.4,64.7,58.6,22793600.0,14550300.0,13240200.0,10545700.0,2694600.0,1310100.0,9.0,63.8,58.1,13356700.0
1996-01,22821000.0,14769600.0,13374500.0,10815000.0,2559500.0,1395100.0,9.4,64.7,58.6,22821000.0,14496300.0,12997900.0,10315000.0,2682900.0,1498400.0,10.3,63.5,57.0,13369500.0
1996-02,22844700.0,14810200.0,13399400.0,10827000.0,2572300.0,1410800.0,9.5,64.8,58.7,22844700.0,14559700.0,13067600.0,10348600.0,2718900.0,1492200.0,10.2,63.7,57.2,13381700.0
1996-03,22868700.0,14790300.0,13377200.0,10833900.0,2543300.0,1413100.0,9.6,64.7,58.5,22868700.0,14594100.0,13086300.0,10426300.0,2660100.0,1507800.0,10.3,63.8,57.2,13393600.0
1996-04,22892200.0,14780800.0,13404100.0,10865200.0,2538800.0,1376700.0,9.3,64.6,58.6,22892200.0,14593300.0,13179800.0,10563500.0,2616300.0,1413500.0,9.7,63.7,57.6,13406100.0
1996-05,22922400.0,14793600.0,13425600.0,10867400.0,2558200.0,1368000.0,9.2,64.5,58.6,22922400.0,14911100.0,13521000.0,10961900.0,2559000.0,1390100.0,9.3,65.1,59.0,13416100.0
1996-06,22945900.0,14866200.0,13412900.0,10865800.0,2547100.0,1453300.0,9.8,64.8,58.5,22945900.0,15138000.0,13717200.0,11223100.0,2494100.0,1420800.0,9.4,66.0,59.8,13422600.0
1996-07,22976200.0,14891600.0,13440400.0,10907400.0,2533000.0,1451200.0,9.7,64.8,58.5,22976200.0,15339000.0,13841400.0,11596800.0,2244500.0,1497600.0,9.8,66.8,60.2,13425800.0
1996-08,23000000.0,14859500.0,13456600.0,10929000.0,2527600.0,1402900.0,9.4,64.6,58.5,23000000.0,15263400.0,13839000.0,11639300.0,2199700.0,1424400.0,9.3,66.4,60.2,13428600.0
1996-09,23028400.0,14889600.0,13414400.0,10855700.0,2558700.0,1475200.0,9.9,64.7,58.3,23028400.0,14875900.0,13531600.0,11001100.0,2530500.0,1344300.0,9.0,64.6,58.8,13432700.0
1996-10,23050400.0,14892200.0,13412800.0,10872800.0,2540000.0,1479300.0,9.9,64.6,58.2,23050400.0,14861100.0,13486800.0,10886900.0,2599900.0,1374300.0,9.2,64.5,58.5,13440400.0
1996-11,23071900.0,14912800.0,13441500.0,10872000.0,2569600.0,1471300.0,9.9,64.6,58.3,23071900.0,14814100.0,13403900.0,10731200.0,2672700.0,1410200.0,9.5,64.2,58.1,13455700.0
